"year","month","job","level","remote","turnover_rate"
3,8,"People Scientist",5,"Yes",2.59
4,8,"People Scientist",5,"Yes",2.92
5,8,"People Scientist",5,"Yes",6.53
1,9,"People Scientist",5,"Yes",2.82
2,9,"People Scientist",5,"Yes",3.13
3,9,"People Scientist",5,"Yes",2.37
4,9,"People Scientist",5,"Yes",2.7
5,9,"People Scientist",5,"Yes",6.31
1,10,"People Scientist",5,"Yes",2.86
2,10,"People Scientist",5,"Yes",3.17
3,10,"People Scientist",5,"Yes",2.41
4,10,"People Scientist",5,"Yes",2.74
5,10,"People Scientist",5,"Yes",6.35
1,11,"People Scientist",5,"Yes",3.28
2,11,"People Scientist",5,"Yes",3.59
3,11,"People Scientist",5,"Yes",2.83
4,11,"People Scientist",5,"Yes",3.16
5,11,"People Scientist",5,"Yes",6.77
1,12,"People Scientist",5,"Yes",4.2
2,12,"People Scientist",5,"Yes",4.51
3,12,"People Scientist",5,"Yes",3.75
4,12,"People Scientist",5,"Yes",4.08
5,12,"People Scientist",5,"Yes",7.69
1,1,"Data Engineer",5,"Yes",4.78
2,1,"Data Engineer",5,"Yes",5.09
3,1,"Data Engineer",5,"Yes",4.33
4,1,"Data Engineer",5,"Yes",4.66
5,1,"Data Engineer",5,"Yes",8.27
1,2,"Data Engineer",5,"Yes",6.1
2,2,"Data Engineer",5,"Yes",6.41
3,2,"Data Engineer",5,"Yes",5.65
4,2,"Data Engineer",5,"Yes",5.98
5,2,"Data Engineer",5,"Yes",9.59
1,3,"Data Engineer",5,"Yes",6.84
2,3,"Data Engineer",5,"Yes",7.15
3,3,"Data Engineer",5,"Yes",6.39
4,3,"Data Engineer",5,"Yes",6.72
5,3,"Data Engineer",5,"Yes",10.33
1,4,"Data Engineer",5,"Yes",7.12
2,4,"Data Engineer",5,"Yes",7.43
3,4,"Data Engineer",5,"Yes",6.67
4,4,"Data Engineer",5,"Yes",7
5,4,"Data Engineer",5,"Yes",10.61
1,5,"Data Engineer",5,"Yes",7.06
2,5,"Data Engineer",5,"Yes",7.37
3,5,"Data Engineer",5,"Yes",6.61
4,5,"Data Engineer",5,"Yes",6.94
5,5,"Data Engineer",5,"Yes",10.55
1,6,"Data Engineer",5,"Yes",6.78
2,6,"Data Engineer",5,"Yes",7.09
3,6,"Data Engineer",5,"Yes",6.33
4,6,"Data Engineer",5,"Yes",6.66
5,6,"Data Engineer",5,"Yes",10.27
1,7,"Data Engineer",5,"Yes",6.4
2,7,"Data Engineer",5,"Yes",6.71
3,7,"Data Engineer",5,"Yes",5.95
4,7,"Data Engineer",5,"Yes",6.28
5,7,"Data Engineer",5,"Yes",9.89
1,8,"Data Engineer",5,"Yes",6.04
2,8,"Data Engineer",5,"Yes",6.35
3,8,"Data Engineer",5,"Yes",5.59
4,8,"Data Engineer",5,"Yes",5.92
5,8,"Data Engineer",5,"Yes",9.53
1,9,"Data Engineer",5,"Yes",5.82
2,9,"Data Engineer",5,"Yes",6.13
3,9,"Data Engineer",5,"Yes",5.37
4,9,"Data Engineer",5,"Yes",5.7
5,9,"Data Engineer",5,"Yes",9.31
1,10,"Data Engineer",5,"Yes",5.86
2,10,"Data Engineer",5,"Yes",6.17
3,10,"Data Engineer",5,"Yes",5.41
4,10,"Data Engineer",5,"Yes",5.74
5,10,"Data Engineer",5,"Yes",9.35
1,11,"Data Engineer",5,"Yes",6.28
2,11,"Data Engineer",5,"Yes",6.59
3,11,"Data Engineer",5,"Yes",5.83
4,11,"Data Engineer",5,"Yes",6.16
5,11,"Data Engineer",5,"Yes",9.77
1,12,"Data Engineer",5,"Yes",7.2
2,12,"Data Engineer",5,"Yes",7.51
3,12,"Data Engineer",5,"Yes",6.75
4,12,"Data Engineer",5,"Yes",7.08
5,12,"Data Engineer",5,"Yes",10.69
1,1,"People Analyst",5,"Yes",3.78
2,1,"People Analyst",5,"Yes",4.09
3,1,"People Analyst",5,"Yes",3.33
4,1,"People Analyst",5,"Yes",3.66
5,1,"People Analyst",5,"Yes",7.27
1,2,"People Analyst",5,"Yes",5.1
2,2,"People Analyst",5,"Yes",5.41
3,2,"People Analyst",5,"Yes",4.65
4,2,"People Analyst",5,"Yes",4.98
5,2,"People Analyst",5,"Yes",8.59
1,3,"People Analyst",5,"Yes",5.84
2,3,"People Analyst",5,"Yes",6.15
3,3,"People Analyst",5,"Yes",5.39
4,3,"People Analyst",5,"Yes",5.72
5,3,"People Analyst",5,"Yes",9.33
1,4,"People Analyst",5,"Yes",6.12
2,4,"People Analyst",5,"Yes",6.43
3,4,"People Analyst",5,"Yes",5.67
4,4,"People Analyst",5,"Yes",6
5,4,"People Analyst",5,"Yes",9.61
1,5,"People Analyst",5,"Yes",6.06
2,5,"People Analyst",5,"Yes",6.37
3,5,"People Analyst",5,"Yes",5.61
4,5,"People Analyst",5,"Yes",5.94
5,5,"People Analyst",5,"Yes",9.55
1,6,"People Analyst",5,"Yes",5.78
2,6,"People Analyst",5,"Yes",6.09
3,6,"People Analyst",5,"Yes",5.33
4,6,"People Analyst",5,"Yes",5.66
5,6,"People Analyst",5,"Yes",9.27
1,7,"People Analyst",5,"Yes",5.4
2,7,"People Analyst",5,"Yes",5.71
3,7,"People Analyst",5,"Yes",4.95
4,7,"People Analyst",5,"Yes",5.28
5,7,"People Analyst",5,"Yes",8.89
1,8,"People Analyst",5,"Yes",5.04
2,8,"People Analyst",5,"Yes",5.35
3,8,"People Analyst",5,"Yes",4.59
4,8,"People Analyst",5,"Yes",4.92
5,8,"People Analyst",5,"Yes",8.53
1,9,"People Analyst",5,"Yes",4.82
2,9,"People Analyst",5,"Yes",5.13
3,9,"People Analyst",5,"Yes",4.37
4,9,"People Analyst",5,"Yes",4.7
5,9,"People Analyst",5,"Yes",8.31
1,10,"People Analyst",5,"Yes",4.86
2,10,"People Analyst",5,"Yes",5.17
3,10,"People Analyst",5,"Yes",4.41
4,10,"People Analyst",5,"Yes",4.74
5,10,"People Analyst",5,"Yes",8.35
1,11,"People Analyst",5,"Yes",5.28
2,11,"People Analyst",5,"Yes",5.59
3,11,"People Analyst",5,"Yes",4.83
4,11,"People Analyst",5,"Yes",5.16
5,11,"People Analyst",5,"Yes",8.77
1,12,"People Analyst",5,"Yes",6.2
2,12,"People Analyst",5,"Yes",6.51
3,12,"People Analyst",5,"Yes",5.75
4,12,"People Analyst",5,"Yes",6.08
5,12,"People Analyst",5,"Yes",9.69
1,1,"BI Developer",5,"Yes",2.78
2,1,"BI Developer",5,"Yes",3.09
3,1,"BI Developer",5,"Yes",2.33
4,1,"BI Developer",5,"Yes",2.66
5,1,"BI Developer",5,"Yes",6.27
1,2,"BI Developer",5,"Yes",4.1
2,2,"BI Developer",5,"Yes",4.41
3,2,"BI Developer",5,"Yes",3.65
4,2,"BI Developer",5,"Yes",3.98
5,2,"BI Developer",5,"Yes",7.59
1,3,"BI Developer",5,"Yes",4.84
2,3,"BI Developer",5,"Yes",5.15
3,3,"BI Developer",5,"Yes",4.39
4,3,"BI Developer",5,"Yes",4.72
5,3,"BI Developer",5,"Yes",8.33
1,4,"BI Developer",5,"Yes",5.12
2,4,"BI Developer",5,"Yes",5.43
3,4,"BI Developer",5,"Yes",4.67
4,4,"BI Developer",5,"Yes",5
5,4,"BI Developer",5,"Yes",8.61
1,5,"BI Developer",5,"Yes",5.06
2,5,"BI Developer",5,"Yes",5.37
3,5,"BI Developer",5,"Yes",4.61
4,5,"BI Developer",5,"Yes",4.94
5,5,"BI Developer",5,"Yes",8.55
1,6,"BI Developer",5,"Yes",4.78
2,6,"BI Developer",5,"Yes",5.09
3,6,"BI Developer",5,"Yes",4.33
4,6,"BI Developer",5,"Yes",4.66
5,6,"BI Developer",5,"Yes",8.27
1,7,"BI Developer",5,"Yes",4.4
2,7,"BI Developer",5,"Yes",4.71
3,7,"BI Developer",5,"Yes",3.95
4,7,"BI Developer",5,"Yes",4.28
5,7,"BI Developer",5,"Yes",7.89
1,8,"BI Developer",5,"Yes",4.04
2,8,"BI Developer",5,"Yes",4.35
3,8,"BI Developer",5,"Yes",3.59
4,8,"BI Developer",5,"Yes",3.92
5,8,"BI Developer",5,"Yes",7.53
1,9,"BI Developer",5,"Yes",3.82
2,9,"BI Developer",5,"Yes",4.13
3,9,"BI Developer",5,"Yes",3.37
4,9,"BI Developer",5,"Yes",3.7
5,9,"BI Developer",5,"Yes",7.31
1,10,"BI Developer",5,"Yes",3.86
2,10,"BI Developer",5,"Yes",4.17
3,10,"BI Developer",5,"Yes",3.41
4,10,"BI Developer",5,"Yes",3.74
5,10,"BI Developer",5,"Yes",7.35
1,11,"BI Developer",5,"Yes",4.28
2,11,"BI Developer",5,"Yes",4.59
3,11,"BI Developer",5,"Yes",3.83
4,11,"BI Developer",5,"Yes",4.16
5,11,"BI Developer",5,"Yes",7.77
1,12,"BI Developer",5,"Yes",5.2
2,12,"BI Developer",5,"Yes",5.51
3,12,"BI Developer",5,"Yes",4.75
4,12,"BI Developer",5,"Yes",5.08
5,12,"BI Developer",5,"Yes",8.69
1,1,"Insights Consultant",5,"Yes",4.28
2,1,"Insights Consultant",5,"Yes",4.59
3,1,"Insights Consultant",5,"Yes",3.83
4,1,"Insights Consultant",5,"Yes",4.16
5,1,"Insights Consultant",5,"Yes",7.77
1,2,"Insights Consultant",5,"Yes",5.6
2,2,"Insights Consultant",5,"Yes",5.91
3,2,"Insights Consultant",5,"Yes",5.15
4,2,"Insights Consultant",5,"Yes",5.48
5,2,"Insights Consultant",5,"Yes",9.09
1,3,"Insights Consultant",5,"Yes",6.34
2,3,"Insights Consultant",5,"Yes",6.65
3,3,"Insights Consultant",5,"Yes",5.89
4,3,"Insights Consultant",5,"Yes",6.22
5,3,"Insights Consultant",5,"Yes",9.83
1,4,"Insights Consultant",5,"Yes",6.62
2,4,"Insights Consultant",5,"Yes",6.93
3,4,"Insights Consultant",5,"Yes",6.17
4,4,"Insights Consultant",5,"Yes",6.5
5,4,"Insights Consultant",5,"Yes",10.11
1,5,"Insights Consultant",5,"Yes",6.56
2,5,"Insights Consultant",5,"Yes",6.87
3,5,"Insights Consultant",5,"Yes",6.11
4,5,"Insights Consultant",5,"Yes",6.44
5,5,"Insights Consultant",5,"Yes",10.05
1,6,"Insights Consultant",5,"Yes",6.28
2,6,"Insights Consultant",5,"Yes",6.59
3,6,"Insights Consultant",5,"Yes",5.83
4,6,"Insights Consultant",5,"Yes",6.16
5,6,"Insights Consultant",5,"Yes",9.77
1,7,"Insights Consultant",5,"Yes",5.9
2,7,"Insights Consultant",5,"Yes",6.21
3,7,"Insights Consultant",5,"Yes",5.45
4,7,"Insights Consultant",5,"Yes",5.78
5,7,"Insights Consultant",5,"Yes",9.39
1,8,"Insights Consultant",5,"Yes",5.54
2,8,"Insights Consultant",5,"Yes",5.85
3,8,"Insights Consultant",5,"Yes",5.09
4,8,"Insights Consultant",5,"Yes",5.42
5,8,"Insights Consultant",5,"Yes",9.03
1,9,"Insights Consultant",5,"Yes",5.32
2,9,"Insights Consultant",5,"Yes",5.63
3,9,"Insights Consultant",5,"Yes",4.87
4,9,"Insights Consultant",5,"Yes",5.2
5,9,"Insights Consultant",5,"Yes",8.81
1,10,"Insights Consultant",5,"Yes",5.36
2,10,"Insights Consultant",5,"Yes",5.67
3,10,"Insights Consultant",5,"Yes",4.91
4,10,"Insights Consultant",5,"Yes",5.24
5,10,"Insights Consultant",5,"Yes",8.85
1,11,"Insights Consultant",5,"Yes",5.78
2,11,"Insights Consultant",5,"Yes",6.09
3,11,"Insights Consultant",5,"Yes",5.33
4,11,"Insights Consultant",5,"Yes",5.66
5,11,"Insights Consultant",5,"Yes",9.27
1,12,"Insights Consultant",5,"Yes",6.7
2,12,"Insights Consultant",5,"Yes",7.01
3,12,"Insights Consultant",5,"Yes",6.25
4,12,"Insights Consultant",5,"Yes",6.58
5,12,"Insights Consultant",5,"Yes",10.19
1,1,"People Scientist",1,"No",4.57
2,1,"People Scientist",1,"No",4.88
3,1,"People Scientist",1,"No",4.11
4,1,"People Scientist",1,"No",4.45
5,1,"People Scientist",1,"No",8.06
1,2,"People Scientist",1,"No",5.89
2,2,"People Scientist",1,"No",6.2
3,2,"People Scientist",1,"No",5.43
4,2,"People Scientist",1,"No",5.77
5,2,"People Scientist",1,"No",9.38
1,3,"People Scientist",1,"No",6.63
2,3,"People Scientist",1,"No",6.94
3,3,"People Scientist",1,"No",6.17
4,3,"People Scientist",1,"No",6.51
5,3,"People Scientist",1,"No",10.12
1,4,"People Scientist",1,"No",6.91
2,4,"People Scientist",1,"No",7.22
3,4,"People Scientist",1,"No",6.45
4,4,"People Scientist",1,"No",6.79
5,4,"People Scientist",1,"No",10.4
1,5,"People Scientist",1,"No",6.85
2,5,"People Scientist",1,"No",7.16
3,5,"People Scientist",1,"No",6.39
4,5,"People Scientist",1,"No",6.73
5,5,"People Scientist",1,"No",10.34
1,6,"People Scientist",1,"No",6.57
2,6,"People Scientist",1,"No",6.88
3,6,"People Scientist",1,"No",6.11
4,6,"People Scientist",1,"No",6.45
5,6,"People Scientist",1,"No",10.06
1,7,"People Scientist",1,"No",6.19
2,7,"People Scientist",1,"No",6.5
3,7,"People Scientist",1,"No",5.73
4,7,"People Scientist",1,"No",6.07
5,7,"People Scientist",1,"No",9.68
1,8,"People Scientist",1,"No",5.83
2,8,"People Scientist",1,"No",6.14
3,8,"People Scientist",1,"No",5.37
4,8,"People Scientist",1,"No",5.71
5,8,"People Scientist",1,"No",9.32
1,9,"People Scientist",1,"No",5.61
2,9,"People Scientist",1,"No",5.92
3,9,"People Scientist",1,"No",5.15
4,9,"People Scientist",1,"No",5.49
5,9,"People Scientist",1,"No",9.1
1,10,"People Scientist",1,"No",5.65
2,10,"People Scientist",1,"No",5.96
3,10,"People Scientist",1,"No",5.19
4,10,"People Scientist",1,"No",5.53
5,10,"People Scientist",1,"No",9.14
1,11,"People Scientist",1,"No",6.07
2,11,"People Scientist",1,"No",6.38
3,11,"People Scientist",1,"No",5.61
4,11,"People Scientist",1,"No",5.95
5,11,"People Scientist",1,"No",9.56
1,12,"People Scientist",1,"No",6.99
2,12,"People Scientist",1,"No",7.3
3,12,"People Scientist",1,"No",6.53
4,12,"People Scientist",1,"No",6.87
5,12,"People Scientist",1,"No",10.48
1,1,"Data Engineer",1,"No",7.57
2,1,"Data Engineer",1,"No",7.88
3,1,"Data Engineer",1,"No",7.11
4,1,"Data Engineer",1,"No",7.45
5,1,"Data Engineer",1,"No",11.06
1,2,"Data Engineer",1,"No",8.89
2,2,"Data Engineer",1,"No",9.2
3,2,"Data Engineer",1,"No",8.43
4,2,"Data Engineer",1,"No",8.77
5,2,"Data Engineer",1,"No",12.38
1,3,"Data Engineer",1,"No",9.63
2,3,"Data Engineer",1,"No",9.94
3,3,"Data Engineer",1,"No",9.17
4,3,"Data Engineer",1,"No",9.51
5,3,"Data Engineer",1,"No",13.12
1,4,"Data Engineer",1,"No",9.91
2,4,"Data Engineer",1,"No",10.22
3,4,"Data Engineer",1,"No",9.45
4,4,"Data Engineer",1,"No",9.79
5,4,"Data Engineer",1,"No",13.4
1,5,"Data Engineer",1,"No",9.85
2,5,"Data Engineer",1,"No",10.16
3,5,"Data Engineer",1,"No",9.39
4,5,"Data Engineer",1,"No",9.73
5,5,"Data Engineer",1,"No",13.34
1,6,"Data Engineer",1,"No",9.57
2,6,"Data Engineer",1,"No",9.88
3,6,"Data Engineer",1,"No",9.11
4,6,"Data Engineer",1,"No",9.45
5,6,"Data Engineer",1,"No",13.06
1,7,"Data Engineer",1,"No",9.19
2,7,"Data Engineer",1,"No",9.5
3,7,"Data Engineer",1,"No",8.73
4,7,"Data Engineer",1,"No",9.07
5,7,"Data Engineer",1,"No",12.68
1,8,"Data Engineer",1,"No",8.83
2,8,"Data Engineer",1,"No",9.14
3,8,"Data Engineer",1,"No",8.37
4,8,"Data Engineer",1,"No",8.71
5,8,"Data Engineer",1,"No",12.32
1,9,"Data Engineer",1,"No",8.61
2,9,"Data Engineer",1,"No",8.92
3,9,"Data Engineer",1,"No",8.15
4,9,"Data Engineer",1,"No",8.49
5,9,"Data Engineer",1,"No",12.1
1,10,"Data Engineer",1,"No",8.65
2,10,"Data Engineer",1,"No",8.96
3,10,"Data Engineer",1,"No",8.19
4,10,"Data Engineer",1,"No",8.53
5,10,"Data Engineer",1,"No",12.14
1,11,"Data Engineer",1,"No",9.07
2,11,"Data Engineer",1,"No",9.38
3,11,"Data Engineer",1,"No",8.61
4,11,"Data Engineer",1,"No",8.95
5,11,"Data Engineer",1,"No",12.56
1,12,"Data Engineer",1,"No",9.99
2,12,"Data Engineer",1,"No",10.3
3,12,"Data Engineer",1,"No",9.53
4,12,"Data Engineer",1,"No",9.87
5,12,"Data Engineer",1,"No",13.48
1,1,"People Analyst",1,"No",6.57
2,1,"People Analyst",1,"No",6.88
3,1,"People Analyst",1,"No",6.11
4,1,"People Analyst",1,"No",6.45
5,1,"People Analyst",1,"No",10.06
1,2,"People Analyst",1,"No",7.89
2,2,"People Analyst",1,"No",8.2
3,2,"People Analyst",1,"No",7.43
4,2,"People Analyst",1,"No",7.77
5,2,"People Analyst",1,"No",11.38
1,3,"People Analyst",1,"No",8.63
2,3,"People Analyst",1,"No",8.94
3,3,"People Analyst",1,"No",8.17
4,3,"People Analyst",1,"No",8.51
5,3,"People Analyst",1,"No",12.12
1,4,"People Analyst",1,"No",8.91
2,4,"People Analyst",1,"No",9.22
3,4,"People Analyst",1,"No",8.45
4,4,"People Analyst",1,"No",8.79
5,4,"People Analyst",1,"No",12.4
1,5,"People Analyst",1,"No",8.85
2,5,"People Analyst",1,"No",9.16
3,5,"People Analyst",1,"No",8.39
4,5,"People Analyst",1,"No",8.73
5,5,"People Analyst",1,"No",12.34
1,6,"People Analyst",1,"No",8.57
2,6,"People Analyst",1,"No",8.88
3,6,"People Analyst",1,"No",8.11
4,6,"People Analyst",1,"No",8.45
5,6,"People Analyst",1,"No",12.06
1,7,"People Analyst",1,"No",8.19
2,7,"People Analyst",1,"No",8.5
3,7,"People Analyst",1,"No",7.73
4,7,"People Analyst",1,"No",8.07
5,7,"People Analyst",1,"No",11.68
1,8,"People Analyst",1,"No",7.83
2,8,"People Analyst",1,"No",8.14
3,8,"People Analyst",1,"No",7.37
4,8,"People Analyst",1,"No",7.71
5,8,"People Analyst",1,"No",11.32
1,9,"People Analyst",1,"No",7.61
2,9,"People Analyst",1,"No",7.92
3,9,"People Analyst",1,"No",7.15
4,9,"People Analyst",1,"No",7.49
5,9,"People Analyst",1,"No",11.1
1,10,"People Analyst",1,"No",7.65
2,10,"People Analyst",1,"No",7.96
3,10,"People Analyst",1,"No",7.19
4,10,"People Analyst",1,"No",7.53
5,10,"People Analyst",1,"No",11.14
1,11,"People Analyst",1,"No",8.07
2,11,"People Analyst",1,"No",8.38
3,11,"People Analyst",1,"No",7.61
4,11,"People Analyst",1,"No",7.95
5,11,"People Analyst",1,"No",11.56
1,12,"People Analyst",1,"No",8.99
2,12,"People Analyst",1,"No",9.3
3,12,"People Analyst",1,"No",8.53
4,12,"People Analyst",1,"No",8.87
5,12,"People Analyst",1,"No",12.48
1,1,"BI Developer",1,"No",5.57
2,1,"BI Developer",1,"No",5.88
3,1,"BI Developer",1,"No",5.11
4,1,"BI Developer",1,"No",5.45
5,1,"BI Developer",1,"No",9.06
1,2,"BI Developer",1,"No",6.89
2,2,"BI Developer",1,"No",7.2
3,2,"BI Developer",1,"No",6.43
4,2,"BI Developer",1,"No",6.77
5,2,"BI Developer",1,"No",10.38
1,3,"BI Developer",1,"No",7.63
2,3,"BI Developer",1,"No",7.94
3,3,"BI Developer",1,"No",7.17
4,3,"BI Developer",1,"No",7.51
5,3,"BI Developer",1,"No",11.12
1,4,"BI Developer",1,"No",7.91
2,4,"BI Developer",1,"No",8.22
3,4,"BI Developer",1,"No",7.45
4,4,"BI Developer",1,"No",7.79
5,4,"BI Developer",1,"No",11.4
1,5,"BI Developer",1,"No",7.85
2,5,"BI Developer",1,"No",8.16
3,5,"BI Developer",1,"No",7.39
4,5,"BI Developer",1,"No",7.73
5,5,"BI Developer",1,"No",11.34
1,6,"BI Developer",1,"No",7.57
2,6,"BI Developer",1,"No",7.88
3,6,"BI Developer",1,"No",7.11
4,6,"BI Developer",1,"No",7.45
5,6,"BI Developer",1,"No",11.06
1,7,"BI Developer",1,"No",7.19
2,7,"BI Developer",1,"No",7.5
3,7,"BI Developer",1,"No",6.73
4,7,"BI Developer",1,"No",7.07
5,7,"BI Developer",1,"No",10.68
1,8,"BI Developer",1,"No",6.83
2,8,"BI Developer",1,"No",7.14
3,8,"BI Developer",1,"No",6.37
4,8,"BI Developer",1,"No",6.71
5,8,"BI Developer",1,"No",10.32
1,9,"BI Developer",1,"No",6.61
2,9,"BI Developer",1,"No",6.92
3,9,"BI Developer",1,"No",6.15
4,9,"BI Developer",1,"No",6.49
5,9,"BI Developer",1,"No",10.1
1,10,"BI Developer",1,"No",6.65
2,10,"BI Developer",1,"No",6.96
3,10,"BI Developer",1,"No",6.19
4,10,"BI Developer",1,"No",6.53
5,10,"BI Developer",1,"No",10.14
1,11,"BI Developer",1,"No",7.07
2,11,"BI Developer",1,"No",7.38
3,11,"BI Developer",1,"No",6.61
4,11,"BI Developer",1,"No",6.95
5,11,"BI Developer",1,"No",10.56
1,12,"BI Developer",1,"No",7.99
2,12,"BI Developer",1,"No",8.3
3,12,"BI Developer",1,"No",7.53
4,12,"BI Developer",1,"No",7.87
5,12,"BI Developer",1,"No",11.48
1,1,"Insights Consultant",1,"No",7.07
2,1,"Insights Consultant",1,"No",7.38
3,1,"Insights Consultant",1,"No",6.61
4,1,"Insights Consultant",1,"No",6.95
5,1,"Insights Consultant",1,"No",10.56
1,2,"Insights Consultant",1,"No",8.39
2,2,"Insights Consultant",1,"No",8.7
3,2,"Insights Consultant",1,"No",7.93
4,2,"Insights Consultant",1,"No",8.27
5,2,"Insights Consultant",1,"No",11.88
1,3,"Insights Consultant",1,"No",9.13
2,3,"Insights Consultant",1,"No",9.44
3,3,"Insights Consultant",1,"No",8.67
4,3,"Insights Consultant",1,"No",9.01
5,3,"Insights Consultant",1,"No",12.62
1,4,"Insights Consultant",1,"No",9.41
2,4,"Insights Consultant",1,"No",9.72
3,4,"Insights Consultant",1,"No",8.95
4,4,"Insights Consultant",1,"No",9.29
5,4,"Insights Consultant",1,"No",12.9
1,5,"Insights Consultant",1,"No",9.35
2,5,"Insights Consultant",1,"No",9.66
3,5,"Insights Consultant",1,"No",8.89
4,5,"Insights Consultant",1,"No",9.23
5,5,"Insights Consultant",1,"No",12.84
1,6,"Insights Consultant",1,"No",9.07
2,6,"Insights Consultant",1,"No",9.38
3,6,"Insights Consultant",1,"No",8.61
4,6,"Insights Consultant",1,"No",8.95
5,6,"Insights Consultant",1,"No",12.56
1,7,"Insights Consultant",1,"No",8.69
2,7,"Insights Consultant",1,"No",9
3,7,"Insights Consultant",1,"No",8.23
4,7,"Insights Consultant",1,"No",8.57
5,7,"Insights Consultant",1,"No",12.18
1,8,"Insights Consultant",1,"No",8.33
2,8,"Insights Consultant",1,"No",8.64
3,8,"Insights Consultant",1,"No",7.87
4,8,"Insights Consultant",1,"No",8.21
5,8,"Insights Consultant",1,"No",11.82
1,9,"Insights Consultant",1,"No",8.11
2,9,"Insights Consultant",1,"No",8.42
3,9,"Insights Consultant",1,"No",7.65
4,9,"Insights Consultant",1,"No",7.99
5,9,"Insights Consultant",1,"No",11.6
1,10,"Insights Consultant",1,"No",8.15
2,10,"Insights Consultant",1,"No",8.46
3,10,"Insights Consultant",1,"No",7.69
4,10,"Insights Consultant",1,"No",8.03
5,10,"Insights Consultant",1,"No",11.64
1,11,"Insights Consultant",1,"No",8.57
2,11,"Insights Consultant",1,"No",8.88
3,11,"Insights Consultant",1,"No",8.11
4,11,"Insights Consultant",1,"No",8.45
5,11,"Insights Consultant",1,"No",12.06
1,12,"Insights Consultant",1,"No",9.49
2,12,"Insights Consultant",1,"No",9.8
3,12,"Insights Consultant",1,"No",9.03
4,12,"Insights Consultant",1,"No",9.37
5,12,"Insights Consultant",1,"No",12.98
1,1,"People Scientist",2,"No",4.28
2,1,"People Scientist",2,"No",4.59
3,1,"People Scientist",2,"No",3.83
4,1,"People Scientist",2,"No",4.16
5,1,"People Scientist",2,"No",7.77
1,2,"People Scientist",2,"No",5.6
2,2,"People Scientist",2,"No",5.91
3,2,"People Scientist",2,"No",5.15
4,2,"People Scientist",2,"No",5.48
5,2,"People Scientist",2,"No",9.09
1,3,"People Scientist",2,"No",6.34
2,3,"People Scientist",2,"No",6.65
3,3,"People Scientist",2,"No",5.89
4,3,"People Scientist",2,"No",6.22
5,3,"People Scientist",2,"No",9.83
1,4,"People Scientist",2,"No",6.62
2,4,"People Scientist",2,"No",6.93
3,4,"People Scientist",2,"No",6.17
4,4,"People Scientist",2,"No",6.5
5,4,"People Scientist",2,"No",10.11
1,5,"People Scientist",2,"No",6.56
2,5,"People Scientist",2,"No",6.87
3,5,"People Scientist",2,"No",6.11
4,5,"People Scientist",2,"No",6.44
5,5,"People Scientist",2,"No",10.05
1,6,"People Scientist",2,"No",6.28
2,6,"People Scientist",2,"No",6.59
3,6,"People Scientist",2,"No",5.83
4,6,"People Scientist",2,"No",6.16
5,6,"People Scientist",2,"No",9.77
1,7,"People Scientist",2,"No",5.9
2,7,"People Scientist",2,"No",6.21
3,7,"People Scientist",2,"No",5.45
4,7,"People Scientist",2,"No",5.78
5,7,"People Scientist",2,"No",9.39
1,8,"People Scientist",2,"No",5.54
2,8,"People Scientist",2,"No",5.85
3,8,"People Scientist",2,"No",5.09
4,8,"People Scientist",2,"No",5.42
5,8,"People Scientist",2,"No",9.03
1,9,"People Scientist",2,"No",5.32
2,9,"People Scientist",2,"No",5.63
3,9,"People Scientist",2,"No",4.87
4,9,"People Scientist",2,"No",5.2
5,9,"People Scientist",2,"No",8.81
1,10,"People Scientist",2,"No",5.36
2,10,"People Scientist",2,"No",5.67
3,10,"People Scientist",2,"No",4.91
4,10,"People Scientist",2,"No",5.24
5,10,"People Scientist",2,"No",8.85
1,11,"People Scientist",2,"No",5.78
2,11,"People Scientist",2,"No",6.09
3,11,"People Scientist",2,"No",5.33
4,11,"People Scientist",2,"No",5.66
5,11,"People Scientist",2,"No",9.27
1,12,"People Scientist",2,"No",6.7
2,12,"People Scientist",2,"No",7.01
3,12,"People Scientist",2,"No",6.25
4,12,"People Scientist",2,"No",6.58
5,12,"People Scientist",2,"No",10.19
1,1,"Data Engineer",2,"No",7.28
2,1,"Data Engineer",2,"No",7.59
3,1,"Data Engineer",2,"No",6.83
4,1,"Data Engineer",2,"No",7.16
5,1,"Data Engineer",2,"No",10.77
1,2,"Data Engineer",2,"No",8.6
2,2,"Data Engineer",2,"No",8.91
3,2,"Data Engineer",2,"No",8.15
4,2,"Data Engineer",2,"No",8.48
5,2,"Data Engineer",2,"No",12.09
1,3,"Data Engineer",2,"No",9.34
2,3,"Data Engineer",2,"No",9.65
3,3,"Data Engineer",2,"No",8.89
4,3,"Data Engineer",2,"No",9.22
5,3,"Data Engineer",2,"No",12.83
1,4,"Data Engineer",2,"No",9.62
2,4,"Data Engineer",2,"No",9.93
3,4,"Data Engineer",2,"No",9.17
4,4,"Data Engineer",2,"No",9.5
5,4,"Data Engineer",2,"No",13.11
1,5,"Data Engineer",2,"No",9.56
2,5,"Data Engineer",2,"No",9.87
3,5,"Data Engineer",2,"No",9.11
4,5,"Data Engineer",2,"No",9.44
5,5,"Data Engineer",2,"No",13.05
1,6,"Data Engineer",2,"No",9.28
2,6,"Data Engineer",2,"No",9.59
3,6,"Data Engineer",2,"No",8.83
4,6,"Data Engineer",2,"No",9.16
5,6,"Data Engineer",2,"No",12.77
