employee_id,stock_option_level,trainings_last_year,age,commute_distance,education_level,education_field,gender,marital_status,department,job_involvement,job_level,job_title,overtime,business_travel_frequency,monthly_income,percent_salary_hike,performance_rating,prior_company_count,active_status
1416,0,2,30,1,1,Life Sciences,Male,Single,Research & Development,2,3,Manufacturing Director,No,Non-Travel,8474,22,4,1,Yes
1417,0,2,27,20,3,Life Sciences,Female,Single,Sales,3,2,Sales Executive,No,Travel_Frequently,9981,14,3,1,Yes
1418,2,5,51,8,4,Life Sciences,Male,Married,Research & Development,2,3,Research Director,No,Travel_Rarely,12490,16,3,5,Yes
1419,0,3,41,6,3,Life Sciences,Female,Single,Sales,3,3,Manager,Yes,Travel_Rarely,13591,18,3,3,Yes
1420,0,2,45,6,3,Medical,Female,Single,Sales,2,3,Sales Executive,No,Non-Travel,8865,12,3,6,Yes
1421,1,4,54,3,3,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,5940,14,3,2,Yes
1422,0,3,36,5,2,Life Sciences,Male,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,5914,16,3,8,Yes
1423,0,3,33,4,4,Medical,Female,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2622,21,4,6,Yes
1424,3,1,37,11,3,Other,Male,Divorced,Research & Development,3,3,Research Director,Yes,Travel_Frequently,12185,14,3,1,Yes
1425,2,6,38,3,3,Life Sciences,Male,Divorced,Sales,3,3,Sales Executive,No,Travel_Rarely,10609,12,3,0,Yes
1426,1,2,31,1,4,Medical,Male,Married,Research & Development,1,2,Manufacturing Director,No,Non-Travel,4345,12,3,0,Yes
1427,1,6,59,3,3,Life Sciences,Male,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2177,17,3,3,Yes
1428,1,2,37,4,4,Marketing,Male,Divorced,Sales,3,1,Sales Representative,No,Travel_Frequently,2793,17,3,4,Yes
1429,1,5,29,1,1,Medical,Female,Married,Sales,3,3,Sales Executive,No,Travel_Frequently,7918,14,3,1,Yes
1430,0,3,35,1,3,Marketing,Female,Single,Sales,3,3,Sales Executive,No,Travel_Frequently,8789,14,3,1,Yes
1431,0,3,52,2,3,Life Sciences,Female,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,3212,15,3,7,Yes
1432,0,3,42,4,2,Technical Degree,Male,Married,Research & Development,3,5,Manager,No,Travel_Rarely,19232,11,3,1,Yes
1433,0,2,59,6,2,Medical,Male,Married,Human Resources,3,1,Human Resources,No,Travel_Rarely,2267,17,3,8,Yes
1434,1,3,50,1,4,Medical,Female,Divorced,Sales,3,5,Manager,No,Travel_Rarely,19517,11,3,3,Yes
1435,1,3,43,16,3,Marketing,Female,Married,Sales,3,4,Manager,Yes,Travel_Rarely,16064,22,4,5,Yes
1436,0,2,52,2,4,Life Sciences,Male,Single,Sales,2,5,Manager,Yes,Non-Travel,19068,18,3,1,Yes
1437,1,5,32,4,2,Life Sciences,Female,Married,Sales,3,1,Sales Representative,No,Travel_Rarely,3931,11,3,2,Yes
1438,3,1,39,1,4,Medical,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2232,14,3,7,Yes
1439,0,2,32,26,4,Marketing,Male,Married,Sales,3,2,Sales Executive,No,Non-Travel,4465,18,3,0,Yes
1440,2,2,41,19,2,Life Sciences,Male,Divorced,Research & Development,3,2,Research Scientist,No,Travel_Rarely,3072,16,3,2,Yes
1441,2,3,40,24,2,Technical Degree,Male,Divorced,Research & Development,3,2,Research Scientist,No,Travel_Rarely,3319,17,3,1,Yes
1442,1,2,45,1,3,Other,Male,Married,Research & Development,4,5,Manager,No,Travel_Rarely,19202,11,3,0,Yes
1443,1,3,31,3,4,Medical,Male,Divorced,Research & Development,3,3,Research Director,No,Travel_Frequently,13675,12,3,9,Yes
1444,1,2,33,5,4,Life Sciences,Female,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2911,13,3,1,Yes
1445,1,3,34,2,4,Life Sciences,Male,Married,Research & Development,2,2,Manufacturing Director,No,Travel_Rarely,5957,13,3,6,Yes
1446,1,2,37,1,2,Medical,Female,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,3920,14,3,2,Yes
1447,1,1,45,7,4,Life Sciences,Male,Married,Research & Development,4,2,Manufacturing Director,No,Travel_Frequently,6434,17,3,4,Yes
1448,0,1,39,2,4,Technical Degree,Female,Single,Research & Development,3,3,Healthcare Representative,No,Travel_Frequently,10938,25,4,0,Yes
1449,0,1,29,15,3,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2340,19,3,1,Yes
1450,0,1,42,17,2,Life Sciences,Female,Single,Research & Development,4,2,Research Scientist,Yes,Travel_Rarely,6545,13,3,3,Yes
1451,1,2,29,20,2,Marketing,Male,Divorced,Sales,3,2,Sales Executive,No,Travel_Rarely,6931,14,3,2,Yes
1452,2,3,25,1,3,Life Sciences,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4898,12,3,0,Yes
1453,1,4,42,2,3,Medical,Female,Divorced,Research & Development,2,1,Laboratory Technician,Yes,Travel_Rarely,2593,11,3,0,Yes
1454,1,5,40,2,2,Medical,Male,Divorced,Research & Development,3,5,Research Director,No,Travel_Rarely,19436,19,3,0,Yes
1455,0,0,51,1,3,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2723,11,3,1,Yes
1456,0,3,32,7,3,Life Sciences,Male,Married,Research & Development,4,1,Laboratory Technician,No,Travel_Frequently,2794,20,4,1,Yes
1457,1,0,38,2,2,Life Sciences,Male,Married,Sales,2,2,Sales Executive,No,Non-Travel,5249,18,3,3,Yes
1458,0,5,32,2,1,Technical Degree,Male,Single,Research & Development,2,2,Laboratory Technician,No,Travel_Rarely,2176,13,3,4,Yes
1459,1,2,46,2,3,Technical Degree,Female,Married,Sales,1,4,Manager,Yes,Travel_Rarely,16872,12,3,3,Yes
1460,2,2,29,2,3,Medical,Male,Married,Sales,2,2,Sales Executive,No,Travel_Rarely,6644,19,3,2,Yes
1461,1,2,31,23,3,Medical,Male,Married,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,5582,21,4,0,Yes
1462,2,2,25,5,2,Life Sciences,Male,Divorced,Research & Development,4,2,Healthcare Representative,No,Non-Travel,4000,12,3,1,Yes
1463,0,2,45,20,2,Medical,Male,Married,Research & Development,3,4,Healthcare Representative,Yes,Travel_Rarely,13496,14,3,0,Yes
1464,1,4,36,6,3,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,3210,11,3,0,Yes
1465,0,2,55,1,3,Medical,Male,Single,Research & Development,3,5,Manager,Yes,Travel_Rarely,19045,14,3,0,Yes
1466,1,3,28,9,3,Medical,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2070,23,4,1,Yes
1467,1,5,37,6,4,Medical,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,6502,14,3,4,Yes
1468,0,4,21,3,2,Medical,Male,Single,Research & Development,2,1,Research Scientist,No,Travel_Rarely,3230,17,3,1,Yes
1469,2,2,37,1,4,Medical,Female,Divorced,Research & Development,3,3,Research Director,Yes,Non-Travel,13603,18,3,2,Yes
1470,1,6,35,22,3,Life Sciences,Female,Divorced,Research & Development,4,3,Manager,No,Travel_Rarely,11996,18,3,7,Yes
1471,1,3,38,7,2,Medical,Female,Divorced,Sales,4,2,Sales Executive,Yes,Travel_Rarely,5605,24,4,1,Yes
1472,1,6,26,1,3,Life Sciences,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Frequently,6397,20,4,1,Yes
1473,2,4,50,4,1,Life Sciences,Male,Divorced,Research & Development,3,5,Research Director,No,Travel_Rarely,19144,14,3,3,Yes
1474,3,5,53,3,4,Medical,Male,Married,Research & Development,3,4,Research Director,Yes,Travel_Rarely,17584,16,3,3,Yes
1475,0,3,42,1,1,Life Sciences,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4907,25,4,1,Yes
1476,0,3,29,2,2,Life Sciences,Male,Single,Sales,3,2,Sales Executive,No,Travel_Frequently,4554,18,3,1,Yes
1477,1,4,55,20,2,Technical Degree,Male,Married,Research & Development,3,2,Laboratory Technician,Yes,Travel_Rarely,5415,19,3,3,Yes
1478,1,3,26,11,2,Medical,Male,Married,Research & Development,3,2,Healthcare Representative,Yes,Travel_Frequently,4741,13,3,1,Yes
1479,0,3,37,1,3,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2115,12,3,1,Yes
1480,1,2,38,23,4,Life Sciences,Male,Divorced,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,5745,14,3,9,Yes
1481,0,3,28,8,2,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,3310,21,4,1,Yes
1482,0,4,49,10,4,Life Sciences,Female,Single,Research & Development,3,5,Research Director,Yes,Travel_Frequently,18665,11,3,9,Yes
1483,0,2,36,3,3,Technical Degree,Male,Single,Research & Development,3,2,Research Scientist,No,Travel_Rarely,4485,12,3,4,Yes
1484,1,5,31,5,3,Marketing,Female,Divorced,Sales,3,1,Sales Representative,No,Travel_Frequently,2789,11,3,1,Yes
1485,3,3,37,9,3,Medical,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,2326,12,3,1,Yes
1486,1,2,42,26,3,Marketing,Female,Married,Sales,3,4,Sales Executive,No,Travel_Frequently,13525,14,3,5,Yes
1487,2,3,35,16,3,Marketing,Male,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,8020,15,3,0,Yes
1488,2,2,36,18,4,Life Sciences,Male,Married,Research & Development,4,1,Laboratory Technician,No,Travel_Frequently,3688,18,3,4,Yes
1489,1,3,51,2,3,Medical,Male,Divorced,Research & Development,1,2,Manufacturing Director,No,Travel_Rarely,5482,18,3,5,Yes
1490,0,2,41,2,4,Life Sciences,Male,Single,Sales,3,4,Manager,No,Travel_Rarely,16015,19,3,1,Yes
1491,0,2,18,10,3,Medical,Female,Single,Sales,2,1,Sales Representative,No,Travel_Rarely,1200,12,3,1,Yes
1492,0,2,28,16,2,Medical,Male,Single,Research & Development,4,2,Healthcare Representative,No,Travel_Rarely,5661,19,3,0,Yes
1493,1,3,31,7,3,Technical Degree,Male,Married,Sales,4,2,Sales Executive,No,Travel_Rarely,6929,11,3,4,Yes
1494,3,5,39,1,3,Medical,Male,Divorced,Research & Development,4,3,Healthcare Representative,No,Travel_Rarely,9613,17,3,0,Yes
1495,1,3,36,24,4,Life Sciences,Female,Married,Research & Development,3,2,Laboratory Technician,No,Non-Travel,5674,15,3,7,Yes
1496,1,3,32,7,3,Life Sciences,Male,Married,Sales,2,2,Sales Executive,No,Travel_Rarely,5484,14,3,1,Yes
1497,1,2,38,25,2,Life Sciences,Female,Married,Research & Development,2,3,Research Director,No,Travel_Rarely,12061,17,3,3,Yes
1498,1,2,58,1,4,Life Sciences,Male,Divorced,Research & Development,1,2,Healthcare Representative,Yes,Non-Travel,5660,13,3,2,Yes
1499,1,4,31,5,4,Technical Degree,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,4821,12,3,0,Yes
1500,0,1,31,2,3,Human Resources,Male,Married,Human Resources,2,2,Human Resources,No,Travel_Rarely,6410,12,3,3,Yes
1501,1,2,45,7,3,Life Sciences,Male,Divorced,Research & Development,3,3,Laboratory Technician,No,Travel_Frequently,5210,18,3,1,Yes
1502,1,2,31,2,4,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,2695,18,3,0,Yes
1503,2,2,33,5,4,Life Sciences,Female,Married,Research & Development,3,3,Manager,No,Travel_Frequently,11878,11,3,6,Yes
1504,0,3,39,10,1,Medical,Male,Married,Research & Development,3,4,Manager,Yes,Travel_Rarely,17068,14,3,1,Yes
1505,0,5,43,10,4,Life Sciences,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,2455,19,3,0,Yes
1506,0,2,49,1,2,Technical Degree,Female,Single,Research & Development,2,4,Healthcare Representative,Yes,Travel_Rarely,13964,12,3,7,Yes
1507,0,2,27,5,3,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,2478,12,3,1,Yes
1508,0,2,32,8,2,Technical Degree,Female,Married,Sales,2,2,Sales Executive,Yes,Travel_Rarely,5228,11,3,1,Yes
1509,0,3,27,2,3,Life Sciences,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,4478,11,3,1,Yes
1510,3,3,31,7,3,Marketing,Male,Divorced,Sales,3,2,Sales Executive,No,Travel_Rarely,7547,12,3,4,Yes
1511,0,0,32,2,4,Medical,Female,Single,Research & Development,4,2,Research Scientist,No,Travel_Rarely,5055,16,3,7,Yes
1512,2,2,30,28,2,Medical,Female,Married,Research & Development,3,2,Research Scientist,No,Travel_Rarely,5775,13,3,1,Yes
1513,1,2,31,7,2,Life Sciences,Female,Married,Research & Development,2,3,Manufacturing Director,No,Travel_Frequently,8943,24,4,1,Yes
1514,1,2,39,7,2,Medical,Male,Married,Research & Development,2,5,Manager,No,Travel_Frequently,19272,15,3,1,Yes
1515,0,6,33,10,3,Marketing,Male,Single,Sales,2,2,Sales Executive,No,Travel_Frequently,4682,14,3,3,Yes
1516,1,2,47,5,5,Life Sciences,Male,Married,Research & Development,3,5,Research Director,No,Travel_Rarely,18300,11,3,4,Yes
1517,1,3,43,10,4,Life Sciences,Female,Divorced,Research & Development,2,2,Laboratory Technician,No,Travel_Frequently,5257,11,3,1,Yes
1518,1,0,27,1,1,Marketing,Male,Married,Sales,3,2,Sales Executive,Yes,Non-Travel,6349,13,3,0,Yes
1519,0,4,54,20,4,Life Sciences,Female,Single,Research & Development,3,2,Research Scientist,No,Travel_Frequently,4869,12,3,3,Yes
1520,1,1,43,7,3,Life Sciences,Female,Married,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,9985,16,3,8,Yes
1521,2,3,45,8,4,Other,Male,Married,Research & Development,3,2,Research Scientist,No,Travel_Rarely,3697,14,3,9,Yes
1522,3,2,40,1,2,Medical,Male,Married,Sales,1,2,Sales Executive,Yes,Travel_Rarely,7457,22,4,2,Yes
1523,0,2,29,9,5,Other,Male,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,3983,17,3,0,Yes
1524,3,2,30,5,3,Marketing,Female,Divorced,Sales,2,2,Sales Executive,No,Travel_Rarely,6118,13,3,1,Yes
1525,1,3,27,8,4,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,6214,18,3,1,Yes
1526,2,2,37,5,2,Medical,Male,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,6347,16,3,7,Yes
1527,1,3,38,15,2,Life Sciences,Male,Divorced,Research & Development,2,3,Research Director,Yes,Travel_Rarely,11510,14,3,0,Yes
1528,0,2,31,7,4,Medical,Female,Single,Research & Development,3,3,Manufacturing Director,Yes,Travel_Rarely,7143,14,3,1,Yes
1529,2,2,29,10,1,Marketing,Female,Divorced,Sales,2,2,Sales Executive,Yes,Travel_Rarely,8268,14,3,1,Yes
1530,0,5,35,5,4,Technical Degree,Male,Single,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,8095,13,3,0,Yes
1531,2,2,23,26,1,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2904,12,3,1,Yes
1532,0,3,41,6,3,Medical,Male,Single,Research & Development,2,2,Manufacturing Director,Yes,Travel_Rarely,6032,15,3,6,Yes
1533,0,3,47,4,1,Medical,Male,Single,Sales,3,2,Sales Representative,No,Travel_Frequently,2976,19,3,3,Yes
1534,0,2,42,23,5,Life Sciences,Female,Single,Research & Development,3,4,Research Director,No,Travel_Rarely,15992,14,3,2,Yes
1535,1,3,29,2,3,Life Sciences,Male,Married,Sales,3,2,Sales Executive,No,Non-Travel,4649,14,3,1,Yes
1536,1,5,42,2,1,Technical Degree,Male,Divorced,Human Resources,3,1,Human Resources,Yes,Travel_Rarely,2696,11,3,0,Yes
1537,1,4,32,2,3,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2370,13,3,1,Yes
1538,1,3,48,29,1,Medical,Female,Married,Sales,3,3,Manager,No,Travel_Rarely,12504,21,4,3,Yes
1539,2,2,37,6,3,Medical,Male,Divorced,Research & Development,4,2,Research Scientist,Yes,Travel_Rarely,5974,13,3,4,Yes
1540,1,2,30,25,2,Technical Degree,Female,Married,Sales,3,2,Sales Executive,Yes,Non-Travel,4736,12,3,7,Yes
1541,1,3,26,1,3,Life Sciences,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,5296,17,3,1,Yes
1542,0,6,42,2,4,Other,Male,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,6781,23,4,3,Yes
1543,0,6,36,1,5,Medical,Female,Single,Sales,3,2,Sales Executive,No,Non-Travel,6653,15,3,4,Yes
1544,1,2,36,3,4,Medical,Male,Married,Sales,2,3,Sales Executive,No,Travel_Frequently,9699,11,3,4,Yes
1545,0,2,57,1,4,Medical,Male,Married,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,6755,11,3,2,Yes
1546,1,3,40,10,4,Life Sciences,Female,Married,Research & Development,4,1,Laboratory Technician,Yes,Travel_Rarely,2213,13,3,3,Yes
1547,0,3,21,9,2,Medical,Male,Single,Sales,3,1,Sales Representative,No,Non-Travel,2610,24,4,1,Yes
1548,1,3,37,10,3,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,3452,20,4,6,Yes
1549,0,2,46,7,4,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Non-Travel,5258,14,3,2,Yes
1550,0,2,50,10,3,Technical Degree,Male,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,10496,15,3,6,Yes
1551,0,5,31,9,4,Life Sciences,Male,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,2657,16,3,0,Yes
1552,0,4,29,23,3,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2201,16,3,9,Yes
1553,0,5,35,9,4,Life Sciences,Male,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,6540,19,3,9,Yes
1554,1,2,27,1,2,Medical,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,3816,11,3,1,Yes
1555,0,1,28,9,4,Life Sciences,Male,Single,Sales,3,2,Sales Executive,No,Travel_Rarely,5253,16,3,1,Yes
1556,0,2,49,7,3,Other,Male,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,10965,24,4,8,Yes
1557,1,2,51,14,2,Life Sciences,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4936,11,3,4,Yes
1558,1,3,36,2,3,Life Sciences,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2543,13,3,4,Yes
1559,0,2,55,2,3,Life Sciences,Female,Single,Research & Development,3,4,Manager,Yes,Travel_Rarely,16659,13,3,2,Yes
1560,1,2,24,10,4,Marketing,Female,Divorced,Sales,3,2,Sales Executive,Yes,Travel_Rarely,4260,12,3,1,Yes
1561,1,3,30,2,1,Technical Degree,Male,Married,Sales,3,1,Sales Representative,No,Travel_Rarely,2476,18,3,1,Yes
1562,1,1,22,11,3,Medical,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2244,13,3,1,Yes
1563,2,2,36,2,2,Medical,Male,Married,Sales,2,3,Sales Executive,No,Travel_Rarely,7596,13,3,1,Yes
1564,1,2,37,14,3,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,3034,12,3,1,Yes
1565,2,5,40,2,2,Marketing,Female,Divorced,Sales,3,2,Sales Executive,No,Travel_Rarely,5715,12,3,7,Yes
1566,1,5,42,1,4,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2576,16,3,3,Yes
1567,0,2,37,10,4,Life Sciences,Male,Single,Research & Development,3,2,Manufacturing Director,Yes,Travel_Rarely,4197,12,3,2,Yes
1568,1,3,43,12,3,Life Sciences,Male,Divorced,Research & Development,2,4,Research Director,No,Travel_Rarely,14336,11,3,1,Yes
1569,1,3,40,2,3,Medical,Female,Married,Research & Development,2,2,Laboratory Technician,No,Travel_Rarely,3448,22,4,6,Yes
1570,1,4,54,5,2,Medical,Male,Married,Research & Development,3,5,Research Director,No,Travel_Rarely,19406,11,3,4,Yes
1571,1,3,34,4,4,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Non-Travel,6538,15,3,9,Yes
1572,1,5,31,7,2,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4306,12,3,1,Yes
1573,1,1,43,21,3,Medical,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,2258,20,4,7,Yes
1574,0,3,43,8,4,Other,Female,Divorced,Research & Development,3,2,Healthcare Representative,Yes,Travel_Rarely,4522,14,3,4,Yes
1575,0,3,25,4,2,Life Sciences,Female,Single,Sales,2,2,Sales Executive,Yes,Travel_Rarely,4487,11,3,1,Yes
1576,2,2,37,25,5,Medical,Female,Married,Research & Development,3,2,Research Scientist,Yes,Non-Travel,4449,15,3,3,Yes
1577,1,3,31,1,2,Life Sciences,Male,Married,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,2218,12,3,1,Yes
1578,1,3,39,1,1,Life Sciences,Male,Divorced,Research & Development,3,5,Manager,Yes,Travel_Frequently,19197,14,3,1,Yes
1579,3,0,56,6,3,Life Sciences,Female,Married,Sales,4,4,Sales Executive,No,Travel_Frequently,13212,11,3,9,Yes
1580,0,6,30,12,3,Technical Degree,Female,Single,Sales,3,2,Sales Executive,No,Travel_Rarely,6577,11,3,0,Yes
1581,1,2,41,1,3,Marketing,Male,Married,Sales,4,3,Sales Executive,No,Travel_Rarely,8392,16,3,1,Yes
1582,1,2,28,17,2,Medical,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,4558,12,3,1,Yes
1583,0,4,52,3,3,Medical,Male,Married,Research & Development,2,3,Manufacturing Director,Yes,Travel_Rarely,7969,14,3,2,Yes
1584,2,3,45,10,2,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2654,21,4,3,Yes
1585,0,2,52,4,2,Life Sciences,Female,Married,Research & Development,3,4,Manager,No,Travel_Rarely,16555,13,3,2,Yes
1586,1,3,42,29,2,Life Sciences,Female,Divorced,Research & Development,3,2,Research Scientist,No,Travel_Frequently,4556,11,3,2,Yes
1587,0,2,30,2,3,Life Sciences,Female,Single,Research & Development,1,2,Manufacturing Director,No,Travel_Rarely,6091,20,4,2,Yes
1588,0,5,60,7,3,Life Sciences,Female,Married,Research & Development,3,5,Manager,No,Travel_Rarely,19566,11,3,5,Yes
1589,1,5,46,18,3,Medical,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4810,14,3,2,Yes
1590,3,4,42,28,4,Technical Degree,Female,Married,Research & Development,2,2,Healthcare Representative,No,Travel_Frequently,4523,11,3,0,Yes
1591,1,3,38,2,2,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,Yes,Travel_Frequently,1702,23,4,1,Yes
1592,0,2,40,2,4,Life Sciences,Female,Married,Sales,3,5,Manager,No,Travel_Rarely,18041,14,3,0,Yes
1593,2,3,26,23,3,Life Sciences,Female,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2886,22,4,1,Yes
1594,1,3,30,3,3,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Non-Travel,2097,15,3,4,Yes
1595,0,2,29,3,4,Medical,Male,Married,Research & Development,2,3,Research Director,No,Travel_Rarely,11935,18,3,1,Yes
1596,0,3,30,22,4,Other,Female,Married,Sales,3,3,Sales Executive,No,Non-Travel,8412,11,3,0,Yes
1597,1,3,57,29,3,Marketing,Male,Divorced,Sales,2,4,Manager,No,Travel_Rarely,14118,12,3,3,Yes
1598,1,2,50,29,4,Life Sciences,Male,Married,Research & Development,2,4,Manager,No,Travel_Rarely,17046,15,3,0,Yes
1599,0,2,30,2,3,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Non-Travel,2564,14,3,0,Yes
1600,0,5,60,28,3,Marketing,Female,Married,Sales,2,3,Sales Executive,No,Travel_Frequently,10266,19,3,4,Yes
1601,3,2,47,2,2,Medical,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,5070,13,3,5,Yes
1602,0,2,46,2,3,Life Sciences,Male,Married,Research & Development,3,4,Research Director,No,Travel_Rarely,17861,13,3,6,Yes
1603,0,2,35,22,3,Life Sciences,Male,Single,Research & Development,1,1,Laboratory Technician,No,Travel_Rarely,4230,15,3,0,Yes
1604,0,3,54,8,4,Life Sciences,Female,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,3780,11,3,7,Yes
1605,1,3,34,2,4,Life Sciences,Male,Divorced,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2768,12,3,3,Yes
1606,1,3,46,10,3,Marketing,Female,Married,Sales,2,3,Sales Executive,Yes,Travel_Rarely,9071,19,3,2,Yes
1607,1,6,31,9,1,Life Sciences,Male,Divorced,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,10648,25,4,1,Yes
1608,0,3,30,7,1,Marketing,Male,Single,Sales,3,1,Sales Representative,No,Travel_Rarely,2983,14,3,0,Yes
1609,0,2,35,16,3,Life Sciences,Male,Married,Research & Development,3,3,Healthcare Representative,Yes,Travel_Rarely,7632,12,3,4,Yes
1610,1,4,42,5,2,Other,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,2093,17,3,4,Yes
1611,0,3,36,10,4,Medical,Male,Single,Sales,3,3,Sales Executive,No,Non-Travel,9980,14,3,1,Yes
1612,1,2,48,2,5,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4051,14,3,2,Yes
1613,0,2,55,18,5,Life Sciences,Female,Single,Sales,3,4,Manager,No,Travel_Rarely,16835,23,4,3,Yes
1614,0,3,41,10,2,Life Sciences,Male,Single,Sales,3,2,Sales Executive,No,Non-Travel,6230,14,3,7,Yes
1615,0,2,35,1,3,Marketing,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4717,11,3,9,Yes
1616,0,3,40,6,3,Life Sciences,Female,Single,Research & Development,3,4,Manufacturing Director,No,Travel_Rarely,13237,15,3,7,Yes
1617,1,3,39,8,1,Life Sciences,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,3755,11,3,1,Yes
1618,0,2,31,2,1,Life Sciences,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,6582,13,3,4,Yes
1619,1,5,42,24,3,Medical,Male,Married,Research & Development,3,3,Manufacturing Director,Yes,Travel_Rarely,7406,21,4,1,Yes
1620,1,3,45,2,3,Other,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4805,19,3,0,Yes
1621,2,2,29,19,3,Technical Degree,Male,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4262,12,3,4,Yes
1622,1,2,33,1,5,Medical,Female,Divorced,Research & Development,4,4,Research Director,No,Travel_Rarely,16184,19,3,4,Yes
1623,1,3,31,7,3,Life Sciences,Male,Divorced,Sales,2,3,Manager,No,Travel_Rarely,11557,21,4,9,Yes
1624,1,2,40,28,3,Other,Male,Divorced,Sales,1,3,Sales Executive,No,Non-Travel,10932,15,3,3,Yes
1625,0,3,41,2,4,Other,Female,Single,Research & Development,2,2,Healthcare Representative,Yes,Non-Travel,6811,17,3,2,Yes
