employee_id,active,stock_opt_lvl,trainings,age,commute_dist,ed_lvl,ed_field,gender,marital_sts,dept,engagement,job_lvl,job_title,overtime,business_travel,hourly_rate,daily_comp,monthly_comp,annual_comp,ytd_leads,ytd_sales,standard_hrs,salary_hike_pct,perf_rating,prior_emplr_cnt,env_sat,job_sat,rel_sat,wl_balance,work_exp,org_tenure,job_tenure,last_promo,mgr_tenure,interview_rating
1688,Yes,0,6,36,2,4,Medical,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,79,632,13693,164320,,,80,21,4,4,3,3,3,2,16,11,8,3,9,4.9
1689,No,0,3,19,21,3,Other,Male,Single,Sales,2,1,Sales Representative,Yes,Travel_Rarely,37,296,6413,76960,33,25502,80,13,3,1,4,2,2,1,1,1,0,0,0,3.2
1690,No,0,2,20,4,3,Technical Degree,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,84,672,14560,174720,,,80,19,3,1,1,1,2,2,1,1,0,0,0,2.7
1691,Yes,2,2,31,12,3,Medical,Female,Married,Research & Development,3,2,Healthcare Representative,Yes,Travel_Rarely,41,328,7107,85280,,,80,11,3,0,4,4,3,1,10,9,7,8,5,4.2
1692,Yes,1,2,40,9,4,Medical,Male,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,35,280,6067,72800,,,80,14,3,8,4,2,4,2,3,1,1,0,0,4.3
1693,Yes,1,2,32,3,4,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,93,744,16120,193440,,,80,12,3,1,3,1,3,1,8,8,7,6,3,4.3
1694,No,1,6,36,3,1,Life Sciences,Male,Married,Sales,2,3,Sales Executive,Yes,Travel_Rarely,51,408,8840,106080,43,125501,80,11,3,1,3,4,1,2,16,16,7,3,7,2.6
1695,Yes,0,3,33,1,3,Life Sciences,Female,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,42,336,7280,87360,,,80,14,3,0,2,4,1,2,6,5,0,1,4,3.8
1696,No,0,2,37,1,4,Life Sciences,Male,Married,Sales,2,3,Sales Executive,No,Travel_Rarely,46,368,7973,95680,35,68498,80,11,3,5,1,3,3,1,17,14,1,11,7,2.7
1697,Yes,0,5,45,4,2,Life Sciences,Male,Married,Research & Development,3,2,Laboratory Technician,No,Non-Travel,57,456,9880,118560,,,80,12,3,1,3,2,2,2,9,9,7,0,8,4.2
1698,Yes,1,5,29,20,3,Technical Degree,Female,Married,Sales,3,1,Sales Representative,No,Travel_Frequently,84,672,14560,174720,63,43997,80,15,3,1,3,4,2,2,3,3,1,0,2,3.5
1699,Yes,0,3,35,18,3,Medical,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,86,688,14907,178880,59,59995,80,16,3,1,3,3,2,2,5,5,2,1,0,4.9
1700,Yes,1,2,52,1,2,Life Sciences,Male,Married,Research & Development,3,4,Manager,No,Travel_Rarely,70,560,12133,145600,,,80,15,3,2,4,4,2,2,26,9,8,7,8,4.4
1701,No,0,4,58,2,3,Technical Degree,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,51,408,8840,106080,,,80,24,4,4,4,3,1,2,7,1,0,0,0,3.2
1702,Yes,1,3,53,2,2,Medical,Male,Divorced,Sales,3,4,Manager,No,Travel_Rarely,45,360,7800,93600,,,80,13,3,6,3,3,3,1,22,17,13,15,2,4.4
1703,Yes,1,2,30,8,2,Other,Male,Divorced,Sales,3,3,Sales Executive,No,Travel_Rarely,62,496,10747,128960,64,65007,80,11,3,5,3,3,1,1,10,8,4,7,7,4.7
1704,Yes,0,1,38,10,3,Technical Degree,Female,Single,Sales,3,2,Sales Executive,Yes,Non-Travel,85,680,14733,176800,63,65501,80,13,3,1,3,4,2,2,6,5,3,1,3,4.1
1705,Yes,1,2,35,3,4,Life Sciences,Male,Divorced,Sales,3,3,Sales Executive,No,Travel_Rarely,92,736,15947,191360,58,123492,80,13,3,6,4,4,2,2,12,10,9,0,8,4.8
1706,Yes,0,3,39,2,5,Life Sciences,Male,Single,Sales,4,3,Sales Executive,No,Travel_Rarely,41,328,7107,85280,79,109507,80,18,3,0,1,3,4,2,9,8,7,0,7,5
1707,No,0,2,40,24,3,Life Sciences,Female,Single,Sales,4,4,Sales Executive,Yes,Non-Travel,100,800,17333,208000,78,120998,80,16,3,4,2,2,4,2,22,1,0,0,0,2.2
1708,Yes,0,3,47,16,4,Medical,Male,Divorced,Research & Development,4,2,Manufacturing Director,Yes,Travel_Frequently,64,512,11093,133120,,,80,19,3,1,3,3,3,1,20,19,10,2,7,4.9
1709,Yes,2,3,36,8,4,Technical Degree,Male,Divorced,Sales,3,2,Sales Executive,No,Non-Travel,84,672,14560,174720,63,103502,80,13,3,4,1,4,4,2,12,7,7,0,7,4
1710,No,0,0,31,9,2,Medical,Male,Single,Research & Development,2,1,Research Scientist,Yes,Non-Travel,46,368,7973,95680,,,80,22,4,0,3,1,1,2,4,3,2,1,2,2.7
1711,Yes,0,2,33,17,3,Life Sciences,Male,Single,Sales,3,4,Manager,No,Non-Travel,38,304,6587,79040,,,80,11,3,1,4,3,4,2,10,10,8,6,0,4.4
1712,No,0,5,29,10,3,Life Sciences,Female,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,92,736,15947,191360,,,80,20,4,6,4,1,3,2,3,0,0,0,0,2.9
1713,Yes,0,4,33,13,1,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,53,424,9187,110240,,,80,18,3,3,2,4,1,2,5,3,2,0,2,4.6
1714,Yes,2,2,45,1,4,Medical,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,91,728,15773,189280,,,80,14,3,3,4,4,4,2,8,5,3,0,2,4
1715,Yes,1,1,50,1,2,Medical,Male,Divorced,Research & Development,3,4,Research Director,No,Travel_Rarely,66,528,11440,137280,,,80,22,4,9,4,4,3,2,32,5,4,1,3,5
1716,Yes,1,2,33,1,4,Other,Female,Married,Research & Development,4,2,Healthcare Representative,Yes,Travel_Frequently,84,672,14560,174720,,,80,13,3,1,3,2,1,2,6,6,5,1,2,4.3
1717,Yes,1,2,41,9,3,Medical,Male,Divorced,Research & Development,3,5,Research Director,No,Travel_Frequently,64,512,11093,133120,,,80,17,3,2,1,3,2,1,21,18,16,0,11,4.6
1718,Yes,1,2,27,16,4,Technical Degree,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,37,296,6413,76960,,,80,14,3,9,3,2,2,2,4,2,2,2,2,3.7
1719,Yes,1,2,45,23,2,Life Sciences,Male,Married,Research & Development,3,2,Laboratory Technician,Yes,Non-Travel,42,336,7280,87360,,,80,15,3,1,4,1,3,2,9,9,8,0,8,4.4
1720,Yes,0,0,47,4,2,Life Sciences,Female,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,83,664,14387,172640,66,81999,80,17,3,1,4,4,3,2,9,9,0,0,7,4.7
1721,No,0,2,30,22,3,Life Sciences,Female,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,48,384,8320,99840,,,80,11,3,4,1,3,2,2,7,5,2,0,1,2.5
1722,Yes,1,2,50,24,3,Life Sciences,Male,Married,Research & Development,3,4,Manufacturing Director,Yes,Travel_Rarely,95,760,16467,197600,,,80,18,3,3,4,3,4,2,22,12,11,1,5,4.1
1723,Yes,1,0,38,10,1,Medical,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Frequently,66,528,11440,137280,,,80,17,3,0,3,3,2,2,3,2,1,0,2,4
1724,Yes,1,3,46,7,2,Medical,Male,Divorced,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,75,600,13000,156000,,,80,13,3,6,4,3,2,2,13,8,7,0,7,4.1
1725,Yes,2,6,24,17,1,Medical,Female,Divorced,Research & Development,2,2,Manufacturing Director,No,Travel_Rarely,41,328,7107,85280,,,80,15,3,1,4,3,2,2,5,4,2,3,2,4.4
1726,No,1,2,35,14,4,Other,Male,Divorced,Research & Development,2,1,Laboratory Technician,Yes,Travel_Rarely,39,312,6760,81120,,,80,24,4,1,3,2,4,1,5,4,2,0,2,3
1727,Yes,1,1,31,1,1,Life Sciences,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Frequently,96,768,16640,199680,,,80,12,3,1,3,1,3,2,4,4,3,0,3,4.9
1728,Yes,0,2,18,5,2,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Non-Travel,73,584,12653,151840,,,80,15,3,1,2,4,4,2,0,0,0,0,0,4.3
1729,Yes,1,2,54,17,3,Technical Degree,Female,Married,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,56,448,9707,116480,,,80,11,3,8,3,3,3,2,22,10,7,0,8,4.8
1730,Yes,1,3,35,25,4,Medical,Female,Divorced,Research & Development,3,3,Healthcare Representative,Yes,Travel_Rarely,57,456,9880,118560,,,80,11,3,1,3,3,3,2,16,16,10,10,1,5
1731,Yes,3,4,30,8,2,Life Sciences,Female,Married,Research & Development,4,3,Research Director,Yes,Travel_Rarely,73,584,12653,151840,,,80,12,3,0,2,1,3,2,9,8,7,1,7,3.8
1732,No,0,2,20,11,3,Medical,Female,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,98,784,16987,203840,,,80,15,3,1,4,1,1,2,1,1,0,0,0,3.4
1733,No,0,3,30,5,3,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,60,480,10400,124800,,,80,17,3,0,2,2,1,2,4,3,2,1,2,2.6
1734,Yes,0,2,26,2,2,Medical,Male,Married,Research & Development,4,2,Manufacturing Director,No,Travel_Rarely,32,256,5547,66560,,,80,12,3,1,4,4,2,2,8,8,7,1,3,5
1735,Yes,1,3,22,8,1,Life Sciences,Male,Married,Research & Development,1,1,Laboratory Technician,No,Travel_Rarely,94,752,16293,195520,,,80,15,3,1,2,1,1,2,4,4,3,1,1,4.6
1736,Yes,0,0,48,6,3,Life Sciences,Male,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,97,776,16813,201760,,,80,13,3,2,1,3,4,2,19,2,2,2,2,3.5
1737,Yes,0,3,48,4,4,Life Sciences,Male,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,78,624,13520,162240,,,80,14,3,7,3,3,2,2,27,15,11,4,8,4.7
1738,Yes,0,6,41,7,2,Medical,Female,Single,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,42,336,7280,87360,,,80,14,3,6,4,3,2,2,8,2,2,2,1,3.7
1739,Yes,1,3,39,1,1,Life Sciences,Female,Married,Research & Development,2,4,Manufacturing Director,No,Travel_Rarely,65,520,11267,135200,,,80,16,3,1,4,4,3,2,21,21,6,11,8,3.5
1740,Yes,1,2,27,2,4,Life Sciences,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,47,376,8147,97760,,,80,18,3,0,1,4,2,2,4,3,2,2,2,4.9
1741,Yes,1,4,35,10,3,Other,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,45,360,7800,93600,,,80,20,4,1,2,4,1,2,3,3,2,1,2,3.6
1742,Yes,0,3,42,5,2,Marketing,Male,Married,Sales,3,5,Manager,No,Travel_Rarely,90,720,15600,187200,,,80,13,3,6,4,3,2,1,21,1,0,0,0,3.7
1743,Yes,0,5,50,9,3,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,64,512,11093,133120,,,80,18,3,4,1,4,2,2,8,1,0,0,0,5
1744,Yes,0,4,59,2,3,Life Sciences,Female,Single,Research & Development,2,4,Manufacturing Director,Yes,Travel_Rarely,69,552,11960,143520,,,80,13,3,3,3,4,1,2,30,5,3,4,3,4.1
1745,No,0,2,37,11,2,Medical,Female,Married,Research & Development,1,2,Healthcare Representative,No,Travel_Rarely,61,488,10573,126880,,,80,15,3,5,1,2,1,1,15,1,0,0,0,2.1
1746,Yes,2,3,55,18,4,Medical,Male,Married,Research & Development,3,2,Healthcare Representative,Yes,Travel_Frequently,62,496,10747,128960,,,80,14,3,3,3,2,4,2,17,8,7,6,7,4.2
1747,Yes,2,3,41,7,1,Life Sciences,Female,Divorced,Research & Development,1,5,Research Director,No,Non-Travel,55,440,9533,114400,,,80,22,4,1,2,3,2,2,21,21,16,5,10,5
1748,Yes,0,1,38,3,4,Life Sciences,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,42,336,7280,87360,62,91996,80,12,3,8,2,4,3,2,19,1,0,0,0,4.2
1749,No,0,6,26,29,2,Medical,Male,Single,Sales,1,2,Sales Executive,No,Non-Travel,79,632,13693,164320,23,43496,80,18,3,8,2,1,4,2,7,2,2,2,2,3.3
1750,No,1,3,52,2,1,Marketing,Female,Married,Sales,1,5,Manager,No,Travel_Rarely,57,456,9880,118560,,,80,15,3,1,1,4,4,2,33,32,14,6,9,2.6
1751,Yes,1,2,44,28,3,Medical,Female,Married,Sales,4,4,Sales Executive,Yes,Travel_Rarely,53,424,9187,110240,82,123987,80,18,3,3,4,4,3,2,23,12,11,11,11,4.3
1752,Yes,1,3,50,1,3,Life Sciences,Female,Married,Sales,3,2,Sales Executive,No,Non-Travel,95,760,16467,197600,64,152004,80,12,3,0,4,3,1,2,19,18,7,0,13,4.6
1753,No,0,1,36,16,4,Life Sciences,Female,Single,Research & Development,4,1,Laboratory Technician,No,Travel_Rarely,43,344,7453,89440,,,80,16,3,1,3,1,3,2,18,17,13,15,14,3
1754,Yes,0,2,39,22,3,Medical,Female,Single,Research & Development,3,3,Manufacturing Director,Yes,Travel_Frequently,82,656,14213,170560,,,80,13,3,1,4,1,3,2,21,21,6,2,8,4.2
1755,Yes,0,2,33,8,1,Life Sciences,Female,Single,Sales,2,1,Sales Representative,No,Non-Travel,88,704,15253,183040,37,28997,80,19,3,0,2,4,4,2,3,2,2,2,2,4.1
1756,Yes,1,4,45,11,2,Life Sciences,Female,Married,Sales,3,4,Manager,No,Travel_Rarely,90,720,15600,187200,,,80,13,3,3,4,4,2,1,26,9,3,1,1,4.3
1757,Yes,0,2,32,29,4,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Non-Travel,69,552,11960,143520,,,80,12,3,9,4,3,2,2,10,8,7,7,7,4.5
1758,Yes,1,2,34,1,4,Marketing,Male,Divorced,Sales,4,2,Sales Executive,No,Travel_Rarely,75,600,13000,156000,79,125506,80,11,3,0,2,4,4,2,16,15,1,0,9,4.6
1759,Yes,1,1,59,1,2,Technical Degree,Male,Married,Sales,3,3,Manager,Yes,Travel_Rarely,66,528,11440,137280,,,80,14,3,3,2,4,3,1,14,6,4,0,4,3.7
1760,Yes,0,3,45,24,4,Medical,Male,Single,Human Resources,3,1,Human Resources,No,Travel_Rarely,36,288,6240,74880,,,80,16,3,1,2,2,1,2,6,6,3,0,4,4.9
1761,Yes,1,2,53,2,3,Marketing,Female,Married,Sales,2,3,Sales Executive,No,Travel_Frequently,38,304,6587,79040,44,150002,80,12,3,2,3,2,1,2,30,15,7,6,12,4.8
1762,No,1,3,36,15,3,Other,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,81,648,14040,168480,,,80,14,3,7,1,3,2,2,9,1,0,0,0,3
1763,No,1,2,26,2,3,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,57,456,9880,118560,,,80,14,3,6,1,1,2,2,6,3,2,1,2,3.3
1764,Yes,1,2,34,10,4,Life Sciences,Female,Married,Sales,3,1,Sales Representative,Yes,Travel_Rarely,87,696,15080,180960,51,33001,80,19,3,1,3,3,4,2,1,1,1,0,0,3.8
1765,Yes,0,5,28,10,1,Medical,Male,Married,Sales,3,1,Sales Representative,No,Travel_Rarely,74,592,12827,153920,63,30503,80,22,4,1,4,2,2,2,1,1,0,0,0,4.2
1766,Yes,1,2,38,3,4,Other,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Frequently,44,352,7627,91520,,,80,16,3,3,3,3,1,2,8,2,2,2,2,5
1767,Yes,1,2,50,2,4,Medical,Male,Married,Research & Development,3,5,Research Director,Yes,Travel_Rarely,62,496,10747,128960,,,80,11,3,2,2,3,4,2,29,8,1,7,7,4
1768,Yes,0,3,37,3,3,Other,Female,Single,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,35,280,6067,72800,,,80,15,3,3,4,2,1,2,8,4,3,0,1,3.6
1769,Yes,1,3,40,26,3,Marketing,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,74,592,12827,153920,61,56495,80,14,3,1,3,1,2,2,8,7,7,7,5,4.8
1770,Yes,2,5,26,1,1,Medical,Female,Divorced,Research & Development,2,1,Research Scientist,No,Travel_Frequently,66,528,11440,137280,,,80,13,3,1,1,3,3,2,5,5,3,1,3,4.6
1771,Yes,2,0,46,1,4,Medical,Male,Divorced,Research & Development,3,5,Research Director,No,Travel_Rarely,40,320,6933,83200,,,80,17,3,9,4,4,4,2,23,2,2,2,2,4.6
1772,Yes,1,4,54,2,4,Life Sciences,Female,Married,Sales,2,3,Sales Executive,No,Travel_Rarely,41,328,7107,85280,47,71497,80,11,3,6,3,3,2,2,13,9,4,7,0,4.6
1773,Yes,1,4,56,9,3,Medical,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Frequently,63,504,10920,131040,,,80,19,3,2,1,3,2,2,18,5,4,0,3,4.8
1774,Yes,0,2,36,12,5,Medical,Female,Single,Research & Development,2,3,Manufacturing Director,No,Travel_Rarely,51,408,8840,106080,,,80,11,3,0,4,4,2,2,15,14,8,7,8,4.4
1775,Yes,0,3,55,2,1,Medical,Male,Single,Research & Development,2,4,Manager,No,Non-Travel,40,320,6933,83200,,,80,15,3,7,3,1,2,1,31,9,7,6,2,4.4
1776,Yes,1,5,43,25,3,Medical,Male,Divorced,Sales,2,3,Sales Executive,No,Travel_Rarely,79,632,13693,164320,41,91505,80,13,3,5,3,4,3,2,18,1,0,0,0,4.5
1777,No,0,3,20,9,3,Marketing,Female,Single,Sales,3,1,Sales Representative,Yes,Travel_Frequently,54,432,9360,112320,54,40987,80,14,3,1,4,4,2,2,2,2,2,0,2,3.4
1778,No,0,6,21,10,3,Life Sciences,Female,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,36,288,6240,74880,,,80,13,3,1,3,1,1,2,1,1,0,1,0,3
1779,Yes,3,2,46,8,4,Life Sciences,Female,Divorced,Research & Development,2,2,Research Scientist,Yes,Travel_Rarely,74,592,12827,153920,,,80,23,4,8,4,1,1,2,19,16,13,1,7,3.5
1780,No,3,2,51,4,4,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,34,272,5893,70720,,,80,12,3,9,1,3,3,1,18,10,0,2,7,3.1
1781,No,0,2,28,24,2,Technical Degree,Male,Single,Research & Development,2,3,Healthcare Representative,No,Non-Travel,72,576,12480,149760,,,80,12,3,1,2,1,1,2,10,10,7,1,9,2
1782,Yes,2,2,26,1,2,Medical,Male,Married,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,59,472,10227,122720,,,80,16,3,1,1,1,1,2,6,5,3,1,3,3.6
1783,Yes,1,1,30,20,3,Other,Male,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,85,680,14733,176800,,,80,15,3,0,3,1,3,2,7,6,2,0,2,4.2
1784,Yes,0,3,41,7,2,Technical Degree,Female,Married,Research & Development,4,1,Research Scientist,No,Travel_Rarely,43,344,7453,89440,,,80,13,3,1,2,3,3,2,10,10,6,0,8,3.7
1785,Yes,1,4,38,17,1,Life Sciences,Female,Married,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,65,520,11267,135200,,,80,18,3,0,3,3,1,2,20,19,9,1,9,4.1
1786,Yes,1,6,40,20,4,Technical Degree,Male,Married,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,61,488,10573,126880,,,80,20,4,4,1,4,4,2,14,11,10,11,1,3.5
1787,Yes,3,4,27,8,5,Life Sciences,Male,Married,Research & Development,1,1,Laboratory Technician,No,Non-Travel,87,696,15080,180960,,,80,19,3,1,1,3,4,2,3,3,2,1,2,4.9
1788,Yes,1,4,55,2,1,Life Sciences,Male,Married,Research & Development,3,3,Manufacturing Director,No,Travel_Frequently,65,520,11267,135200,,,80,18,3,3,4,2,2,2,23,3,2,1,2,4.9
1789,Yes,0,4,28,10,3,Other,Female,Single,Research & Development,3,2,Research Scientist,No,Travel_Rarely,59,472,10227,122720,,,80,13,3,3,3,3,4,1,10,8,7,1,7,3.7
1790,No,1,1,44,1,2,Medical,Male,Married,Human Resources,2,3,Human Resources,No,Travel_Rarely,91,728,15773,189280,,,80,14,3,9,2,1,4,2,24,20,6,3,6,3.3
1791,Yes,1,2,33,5,3,Life Sciences,Male,Divorced,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,34,272,5893,70720,,,80,15,3,4,4,4,3,2,9,3,2,1,2,3.6
1792,No,0,2,35,4,3,Technical Degree,Male,Single,Sales,3,3,Sales Executive,Yes,Travel_Rarely,86,688,14907,178880,57,84495,80,22,4,0,4,1,1,2,9,8,7,4,7,3
1793,No,0,4,33,29,4,Medical,Female,Single,Research & Development,2,2,Research Scientist,No,Travel_Frequently,54,432,9360,112320,,,80,22,4,1,1,3,2,2,14,13,7,3,8,3.2
1794,Yes,1,5,28,15,2,Life Sciences,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,50,400,8667,104000,,,80,16,3,1,1,3,4,2,4,4,2,2,2,3.8
1795,Yes,0,1,34,3,1,Life Sciences,Male,Single,Research & Development,3,2,Healthcare Representative,No,Travel_Frequently,45,360,7800,93600,,,80,17,3,0,1,4,3,2,7,6,2,0,4,3.9
1796,Yes,3,5,37,10,4,Life Sciences,Female,Divorced,Sales,2,2,Sales Executive,Yes,Travel_Rarely,88,704,15253,183040,38,54006,80,14,3,2,4,4,3,2,8,1,0,0,0,4
1797,No,1,3,25,4,1,Technical Degree,Male,Married,Research & Development,3,1,Laboratory Technician,Yes,Travel_Rarely,32,256,5547,66560,,,80,15,3,1,4,4,2,1,7,7,7,5,6,2.4
1798,No,1,0,26,21,3,Medical,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,37,296,6413,76960,,,80,20,4,1,1,3,3,2,1,1,1,0,0,2.7
1799,No,0,0,33,25,3,Medical,Male,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,55,440,9533,114400,,,80,20,4,4,1,2,2,2,5,2,2,2,2,2.2
1800,Yes,1,3,42,2,2,Medical,Male,Married,Research & Development,3,4,Manager,No,Travel_Rarely,35,280,6067,72800,,,80,17,3,0,4,1,4,2,23,22,6,13,7,4.8
1801,No,2,2,28,1,3,Medical,Male,Divorced,Research & Development,2,1,Laboratory Technician,No,Travel_Frequently,45,360,7800,93600,,,80,15,3,1,1,2,1,2,1,1,0,0,0,2
1802,No,0,4,50,1,4,Other,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Frequently,81,648,14040,168480,52,47503,80,14,3,3,4,3,4,2,5,0,0,0,0,3.2
1803,Yes,1,3,33,7,3,Life Sciences,Female,Married,Sales,3,2,Sales Executive,No,Travel_Frequently,30,240,5200,62400,64,57007,80,17,3,0,4,2,3,2,4,3,2,0,2,3.9
1804,Yes,3,2,34,3,4,Life Sciences,Male,Married,Research & Development,2,1,Research Scientist,No,Non-Travel,40,320,6933,83200,,,80,17,3,3,3,4,4,2,6,0,0,0,0,3.7
1805,Yes,0,3,48,1,4,Medical,Male,Single,Research & Development,4,4,Manager,No,Non-Travel,35,280,6067,72800,,,80,22,4,2,1,4,3,2,27,5,4,2,1,4.4
1806,Yes,1,2,45,9,4,Life Sciences,Female,Married,Sales,2,2,Sales Executive,No,Non-Travel,65,520,11267,135200,42,114997,80,13,3,1,2,3,4,2,15,15,10,4,12,5
1807,Yes,0,4,52,7,4,Life Sciences,Male,Single,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,87,696,15080,180960,,,80,19,3,7,2,2,4,2,18,8,6,4,0,4.3
1808,Yes,2,2,38,10,4,Marketing,Male,Divorced,Sales,2,3,Sales Executive,Yes,Travel_Rarely,73,584,12653,151840,38,89496,80,14,3,0,3,3,2,2,9,8,7,2,7,3.9
1809,Yes,1,1,29,28,4,Life Sciences,Female,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,93,744,16120,193440,,,80,22,4,4,3,4,1,2,11,7,5,1,7,5
1810,Yes,3,3,28,3,3,Medical,Female,Divorced,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,93,744,16120,193440,,,80,17,3,0,4,2,2,2,10,9,7,1,7,4.1
1811,Yes,1,3,46,3,1,Marketing,Male,Married,Sales,3,4,Manager,No,Travel_Rarely,52,416,9013,108160,,,80,12,3,3,1,3,4,2,23,12,9,4,9,3.6
1812,Yes,0,2,38,2,2,Marketing,Male,Single,Sales,3,3,Sales Executive,No,Travel_Rarely,32,256,5547,66560,59,72496,80,16,3,7,4,2,3,2,10,1,0,0,0,3.6
1813,Yes,1,1,43,27,3,Life Sciences,Female,Married,Research & Development,3,3,Manufacturing Director,No,Travel_Frequently,83,664,14387,172640,,,80,11,3,8,3,1,3,2,18,8,7,0,1,4.4
1814,No,3,4,39,2,3,Life Sciences,Male,Divorced,Research & Development,3,4,Healthcare Representative,No,Travel_Frequently,84,672,14560,174720,,,80,11,3,7,1,4,4,2,21,18,7,11,5,2.1
1815,Yes,0,2,40,14,3,Medical,Male,Single,Research & Development,2,5,Research Director,No,Travel_Rarely,44,352,7627,91520,,,80,14,3,1,3,3,1,1,21,20,7,4,9,4.6
1816,Yes,0,6,21,1,1,Technical Degree,Female,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,70,560,12133,145600,,,80,11,3,1,4,2,3,1,2,2,2,2,2,4.4
1817,Yes,0,2,39,9,3,Life Sciences,Male,Single,Research & Development,3,2,Laboratory Technician,No,Non-Travel,70,560,12133,145600,,,80,15,3,9,3,2,3,2,9,5,4,0,3,4.9
1818,Yes,0,0,36,18,4,Life Sciences,Male,Single,Research & Development,3,2,Manufacturing Director,No,Non-Travel,78,624,13520,162240,,,80,20,4,2,1,4,1,2,18,11,9,0,9,4
1819,Yes,1,4,31,20,3,Life Sciences,Male,Married,Sales,4,1,Sales Representative,No,Travel_Frequently,67,536,11613,139360,80,39002,80,12,3,0,3,4,1,2,3,2,2,2,2,3.8
1820,Yes,0,2,28,2,1,Life Sciences,Male,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,67,536,11613,139360,,,80,17,3,0,1,2,1,1,6,5,3,0,4,4.3
1821,Yes,1,3,35,11,2,Marketing,Male,Divorced,Sales,3,2,Sales Executive,No,Travel_Frequently,54,432,9360,112320,62,65002,80,11,3,1,4,4,4,2,5,5,2,0,2,4.8
1822,Yes,1,3,49,8,4,Technical Degree,Male,Married,Sales,2,4,Sales Executive,No,Travel_Rarely,56,448,9707,116480,42,141004,80,17,3,6,4,2,2,2,22,9,8,2,3,4.9
1823,Yes,0,3,34,2,2,Life Sciences,Male,Single,Research & Development,3,2,Manufacturing Director,No,Travel_Frequently,95,760,16467,197600,,,80,11,3,2,4,3,4,2,5,3,2,0,2,4.5
1824,Yes,2,2,29,10,3,Life Sciences,Female,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Frequently,61,488,10573,126880,,,80,14,3,0,4,2,4,2,8,7,5,1,1,3.4
1825,Yes,0,3,42,29,3,Medical,Male,Single,Research & Development,1,2,Laboratory Technician,No,Travel_Rarely,56,448,9707,116480,,,80,19,3,4,2,4,1,2,16,1,0,0,0,4.2
1826,Yes,1,2,29,8,1,Medical,Male,Married,Research & Development,2,2,Manufacturing Director,Yes,Travel_Rarely,79,632,13693,164320,,,80,15,3,1,2,4,3,2,10,10,7,1,2,3.7
